latenz_ns
58817.5
60603.5
58588.5
58371
88234
65531
59440.5
58583.5
58531.5
58599
57960.5
58287.5
58495.5
58313.5
58184
58152.5
58360.5
58386
58225.5
58443
58215
58132
58293
58708.5
58485
58480
58318.5
58401.5
58801.5
58303
58376
58724
58448.5
58516
58204.5
58786
60396
87397.5
58308.5
58469.5
58074.5
58449
58018
58127
58204.5
58173.5
58251.5
58028
57914
58287.5
58349.5
58220
58168.5
57981
58474.5
58630.5
58562.5
58329
58454
58661.5
58464
58568.5
58433
58381
58537
58428
58261.5
58500.5
58386
86354
63210
59492.5
57207.5
57317
57161
58558
57254.5
56963.5
56989.5
57041.5
57005
57010
57535
57005
57083
57161
56667.5
56901
56906.5
121104
92315.5
72951.5
63111.5
63433.5
58817
57534.5
56802.5
56994.5
57243.5
56636.5
106704
63101
58952
58391.5
58402
58194
58230.5
58178.5
58053.5
58199.5
58090.5
58184
58215
57877.5
58168.5
58210
58204.5
58131.5
58490
58443.5
58588.5
58459
58240.5
57005
57244
57161
57155.5
56922
56906.5
56974
57244
57846.5
58827.5
57737.5
56833.5
56813
57399.5
56844
57005
56865
56943
57025.5
56756
56750.5
56891
66720.5
63329.5
58988.5
58765
58895
58396.5
58817.5
58625.5
58562.5
58667
58843
58677
58412
58713.5
58734.5
58646
58516
58236
58448.5
58827.5
82080.5
66834.5
62753
58781
58490
58495.5
58651.5
58630.5
58594
58625
58739.5
70786.5
76747.5
58324
58230.5
58391.5
58059
58189
58365.5
58573
58573
58542
58562.5
58474.5
58615
58625
58391.5
58578.5
58537
58422.5
58625
58558
60193.5
58988.5
58293
58282.5
58038.5
58334
56563.5
57078
56973.5
56927
57088.5
56901
56969
57124.5
57067.5
57015.5
57140.5
57015.5
56969
56807.5
57311.5
57373.5
57187
113444
74940.5
65163
75958
71009.5
73756.5
65469
65817
64295.5
68200.5
65323.5
84199
51335
77724.5
80651.5
62016
79468.5
80828.5
72058.5
65936.5
98287
76919
79006
67790.5
50617.5
68460
88228.5
50883
76534.5
82776.5
84126.5
70059
64716.5
66118.5
187591
67903.5
55437
71456
62307
58843
58396.5
58345
58480
58557.5
58402
58298
58340
56937.5
57290.5
57109
56979
57249.5
57212.5
57213
57171
57015.5
57067.5
57374
57124.5
57187
57259.5
57150.5
57109
57202.5
56963.5
58106
52830
57031
58854
59689.5
58464.5
58578
58163
58474.5
58635.5
58490
58708
58495.5
58329
58365.5
58583.5
58557.5
58542
58485
58412
58464.5
58422.5
142098
69358
59269.5
58594
60094.5
59004.5
58521
58490
58765
58890
47611.5
68590
58879.5
58729
63522
58672
60063.5
58900
59887
58807
58537
60146.5
59238
59819.5
58755
59876.5
58619.5
60146.5
58511
57789
57835.5
58859
59877
58786
78014.5
67541
65339.5
66518
58999.5
59694.5
58506
58563
43831
61990
57929
57088
57773.5
58635.5
59887
58806.5
59866
58723.5
59835
58718.5
60001
58895
59783
58459
59799
58583.5
60920.5
58687.5
70558
59139.5
58677
58573
58651
58693
58760.5
58962.5
58589
58599.5
58599.5
58402
58537
92819
63194.5
58812.5
58480
58973.5
58511
58505.5
58256.5
58303.5
58370.5
58318.5
58189
58350
58495.5
58199.5
58116.5
58277
58308
59933.5
58132
58646
58292.5
58251.5
58329
58142
58313.5
58485
58459
58360.5
58547
58396.5
58329
90223
63547.5
58999
58755
58329
58329
58516
58199.5
58443.5
57316.5
57103.5
57669.5
57020.5
57155.5
57031
56963.5
56963.5
56948
57420.5
57181.5
57088
57233.5
57140
57124.5
57202
57103.5
57181.5
56953
58152.5
60058
59305.5
53069
134926
60115.5
58723.5
58480
58375.5
58516
58355
58542
58620
57010
56989.5
57202
57072.5
57415
57321.5
57389
57311.5
57036
57088
57238.5
57389.5
57187
57233.5
57176.5
57140
57228.5
76483
79053
65708
59284.5
58101
58640.5
61289
58739.5
58724
63127
58412.5
58178.5
58391.5
58251
58303
58381
58490
57976
58054
58303
58942
59092.5
58256.5
58204.5
57908.5
58490.5
58313.5
58132
58355
59902.5
58251.5
58210
58531.5
58542.5
58614.5
58427.5
58490
58469
58344.5
61865.5
58422.5
58350
58298
58235.5
58516
58526.5
58485
58427.5
58334.5
58490.5
57130
57062.5
57259.5
56953
57108.5
58365.5
57057
57062
57124.5
56958
57327
57098.5
57129.5
57503.5
57051.5
57124.5
57254.5
57119
56683
60193.5
58531.5
60068.5
40326
95482.5
62758.5
58417.5
58215
58370.5
58365.5
58199.5
58132
58220
58132
58370.5
58080
58267
57970.5
58225.5
58054
58069.5
58230.5
58204.5
58485
58360.5
58547.5
58350
58033.5
58428
58168
58454
58251
58298
58303
58157.5
58132
60582.5
44542.5
56942.5
57026
56917
56834
56979
56849.5
56927
57020.5
56719.5
61730
57036
56865
56693.5
56761
56896
56647
56844.5
56932.5
56745.5
56870
55790
57186.5
57197
56948
57057
57223
57166.5
56781.5
57119
78009
68533
64908
58687.5
58807
58448.5
58464.5
58505.5
58682.5
58464
58672
58251.5
58469.5
69041.5
58230.5
57965.5
58100.5
58080
58111
58241
58267
58308.5
58552.5
58386
58407
58002
58371
58360.5
58033.5
58350
58220.5
58386
58583.5
58397
58568
59497.5
58510.5
58028
58054
58022.5
58324
58095.5
58121.5
58178.5
58267
58178.5
58215
