latenz_ns
91611
117154
129486
108844
126134
97365.5
101534
96825
96972.5
97059
96891
96753
96875.5
57409
56878.5
56419.5
57077.5
61995.5
59562
58057
56154
64072
59174
59256
59455
57159
56062
56118.5
63592
64097.5
68291
86162
90177
82331
82678
82249.5
82019.5
84244
81785
82540
82203.5
82152
82137
82392
82463.5
82162.5
82759.5
82703
82402
82070.5
81918
82631.5
82795
82305.5
70459
154397
127022
82688
82239
82601.5
82474
81953.5
82667.5
84417.5
76290.5
365219
113553
104814
88687.5
84331
82657.5
83366.5
90238.5
78443.5
67546
59853
56797
55945
55960.5
59480.5
58572.5
57057.5
55623.5
64393.5
60190
56358
57348
63689.5
60633.5
55628.5
65041
67536
65888
55664.5
55562
59077.5
65102.5
67536
61307
55439.5
55669.5
55562
55623.5
55771.5
60740.5
57894
55807
55950.5
55674.5
55521.5
55822.5
56527
61062
64230.5
59414
56608
63613
59154
56511.5
55930
55634
55710.5
55746
55776.5
63587
61093
63725
227626
114099
103048
92529
116548
73204
58031.5
56470.5
56338
56338
56435
56021.5
56083
56016.5
56041.5
56399
56526.5
56251
56021.5
56256
56195
56159.5
56235.5
56098.5
56399
56108.5
56633.5
56312.5
56241
56210.5
56251
56225.5
56266
56450
56286.5
56343
56159.5
58016.5
41150.5
56343
56180
62954.5
58108
56011.5
56021.5
56042
55761.5
54578
54792
55878.5
54674.5
55929.5
55899
54832.5
55883.5
54736
55853
55924.5
54807
55991
54756
55991
57761.5
220316
124037
125272
140291
153066
129164
91085
83846
83325.5
82856.5
83999
83086
83535
73591.5
69178.5
79127
62108
57016
56598
58358
56720.5
56603
56751
56470.5
56511
56633.5
56460
56373.5
56582.5
35446
56261
56562
56618.5
56200
56843
56348
54939.5
55047
54960.5
55159.5
54924.5
55858
54828
60914
37936.5
56027
56445
56281.5
56317.5
57766.5
56123.5
55909.5
56373.5
57276.5
55889
56659
55878.5
88453.5
142173
87856
83320.5
50614
63276
64806.5
55950
55955
55822.5
54440
54613.5
55705.5
54848
55623.5
55777
54720.5
55725.5
57113
55276.5
60036.5
56363.5
55205.5
80504.5
81290.5
81698
81999.5
73183.5
55690
82050
80683
57383.5
56939.5
62551.5
66362.5
503219
77897.5
57429.5
57098
56837.5
56924.5
65194
57185
57036.5
56940
57312.5
57220
57174.5
56980.5
57016.5
57083
57154
57072.5
57154
57256
57047
56996
57006.5
57077.5
63097.5
66531
57613
57322.5
72464.5
115548
95666.5
73372.5
57842.5
56980.5
57169.5
56787
56822.5
56730.5
59179.5
56756
57083
56924.5
56827.5
56843
57001
57098
56904.5
57123.5
56996
57001
57266.5
56965
57026.5
57108
57016.5
57118
60485.5
57633.5
56899
56807.5
57256
64694.5
56690
56797
56766.5
56873.5
55297
55664.5
56644
56664.5
56016
55455
55531.5
56455.5
56557
55139
55476
55873.5
55634
55593
55593
56899
56736
216061
96202.5
84784.5
85789.5
42528
63439
56955
56812.5
57037
57297
56924.5
56965.5
56618.5
56878.5
56669
56649
56919.5
56751
56700
56638.5
56751
56791.5
56884
56868.5
58266
56751
57368.5
100651
84652.5
84162.5
84009.5
83846
84871
95973
191936
107350
89177.5
83871.5
84050.5
83504.5
84463.5
83983.5
83912.5
83565.5
83539.5
83999
84825.5
84106
84152.5
84111.5
84575.5
83856.5
83764
84116.5
83504.5
86045
168534
84489
85667.5
77362
62021
56919.5
56990.5
56807.5
56833
56832.5
56700
56644
56598
56786.5
56822.5
56766.5
56781.5
56873.5
56980.5
56735.5
57011.5
56756
56955
57042
56894
56848
57016
57409
56634
61883.5
37987
56924.5
56909
56843
56603.5
56623.5
56638.5
56603
56603
56710
56776.5
56940
56638.5
56868.5
56710.5
56608
56608.5
56654.5
56521.5
60572.5
56868
56506.5
56797
56669.5
56674.5
56705.5
56945
56741
56807
79265
106125
124568
68837.5
102896
97354.5
87943
111732
158412
100549
85218.5
84785
86647
85055
85856
85259
84565.5
93850.5
86606
86090.5
85637
86060
86060
120078
89177
85545
85743.5
86090.5
121404
107467
89861
64659
73316.5
83683
65235.5
56603
57664
94314.5
67653.5
69566.5
62455
58771.5
58751
59827.5
77591
87973
84662.5
87744
87121.5
79856.5
84239
83433
100462
78106.5
59317.5
55827.5
56001
55792
90223
83887
62352.5
70822
67668.5
84703
95972.5
85356
94075
82126.5
72500
61133
60016
60470
63786
114844
96666.5
88902
